Date,Open,High,Low,Close,Adj Close,Volume
2011-09-13,12.382155,12.487374,12.251684,12.373737,11.723854,22210135
2011-09-14,12.436869,12.920875,12.230640,12.685185,12.018943,33182266
2011-09-15,13.042929,13.569024,12.996633,13.484848,12.776606,40206434
2011-09-16,13.766835,14.267677,13.619529,14.179293,13.434577,65145406
2011-09-19,13.973064,14.078283,13.695286,13.930976,13.199304,44173642
2011-09-20,13.968855,14.082492,13.619529,13.775253,13.051758,32569733
2011-09-21,13.792088,14.212963,13.531145,13.569024,12.856361,43054546
2011-09-22,13.072391,13.425926,12.954545,13.329125,12.629062,46431792
2011-09-23,13.228114,13.615320,13.148148,13.501684,12.792559,37274926
2011-09-26,13.602694,13.724747,13.152357,13.699495,12.979980,34643268
2011-09-27,13.914141,14.010943,13.501684,13.686869,12.968018,33944962
2011-09-28,13.779461,13.947811,13.265993,13.316498,12.617097,29962073
2011-09-29,13.585859,13.632155,12.588384,12.908249,12.230290,40097614
2011-09-30,12.710438,12.861953,12.264310,12.411616,11.759741,41470229
2011-10-03,12.281145,12.394781,11.813973,11.830808,11.209436,40270586
2011-10-04,11.679293,12.356902,11.536195,12.352694,11.703915,41097910
2011-10-05,12.407407,12.946128,12.150673,12.849327,12.174464,36855324
2011-10-06,12.870370,13.240741,12.655724,13.232323,12.537343,34597411
2011-10-07,13.169192,13.265993,12.941919,13.076599,12.389800,31854557
2011-10-10,13.337542,13.648990,13.219697,13.594276,12.880287,17035445
2011-10-11,13.468013,13.914141,13.459596,13.817340,13.091635,24420053
2011-10-12,13.994108,14.166667,13.766835,13.783670,13.059735,33205788
2011-10-13,13.707912,13.834175,13.455387,13.779461,13.055746,28616544
2011-10-14,13.998316,14.259259,13.981481,14.179293,13.434577,30803177
2011-10-17,14.132997,14.137205,13.905724,13.981481,13.247155,26487886
2011-10-18,14.044613,14.372896,13.670034,14.255051,13.506355,29880814
2011-10-19,14.246633,14.490741,13.842593,13.964646,13.231204,45151603
2011-10-20,13.396465,13.653199,12.899832,13.531145,12.820471,61238549
2011-10-21,13.686869,13.707912,13.413300,13.518519,12.808510,30860201
2011-10-24,13.459596,13.724747,13.316498,13.623737,12.908202,25372829
2011-10-25,13.606902,13.771044,13.303872,13.329125,12.629062,24712538
2011-10-26,13.442761,13.577441,12.904040,13.080808,12.393786,30035016
2011-10-27,13.472222,13.703704,13.379630,13.590067,12.876298,30768962
2011-10-28,13.484848,14.015152,13.468013,13.994108,13.259120,28338077
2011-10-31,13.787879,13.792088,13.375421,13.396465,12.692866,30198960
2011-11-01,12.954545,13.295455,12.920875,13.000842,12.318019,37817604
2011-11-02,13.164983,13.442761,13.156566,13.375421,12.672926,28238285
2011-11-03,13.480640,13.930976,13.442761,13.909933,13.179365,28224029
2011-11-04,13.750000,13.829966,13.543771,13.766835,13.043782,22653259
2011-11-07,13.716330,13.720539,13.400673,13.665825,12.948078,16550741
2011-11-08,13.750000,13.884680,13.526936,13.855219,13.127524,15510290
2011-11-09,13.543771,13.543771,13.097643,13.122896,12.433663,22491216
2011-11-10,13.253367,13.278620,12.828283,12.941919,12.262193,44684006
2011-11-11,13.089226,13.451178,13.059764,13.367003,12.664950,17874648
2011-11-14,13.329125,13.375421,13.152357,13.219697,12.525382,13317005
2011-11-15,13.127104,13.333333,12.975589,13.236532,12.541332,19938679
2011-11-16,13.101852,13.135522,12.807239,12.853535,12.178450,18453204
2011-11-17,12.803030,12.845118,12.243266,12.478956,11.823545,29821651
2011-11-18,12.575758,12.773569,12.491582,12.546296,11.887346,29241194
2011-11-21,12.344276,12.365320,11.965488,12.100168,11.464652,31871664
2011-11-22,12.070707,12.302189,11.994949,12.222222,11.580295,21106721
2011-11-23,12.129630,12.403199,11.994949,12.015993,11.384896,25604964
2011-11-25,12.011785,12.154882,11.847643,11.881313,11.257291,8259214
2011-11-28,12.331650,12.558923,12.251684,12.483165,11.827531,22601938
2011-11-29,12.508418,12.508418,11.994949,12.100168,11.464652,31937004
2011-11-30,12.487374,12.571549,12.335859,12.453704,11.799617,28644106
2011-12-01,12.428451,12.643098,12.377946,12.491582,11.835506,19756915
2011-12-02,12.617845,12.748316,12.449495,12.457912,11.803608,22117709
2011-12-05,12.937710,13.021886,12.836700,12.920875,12.242252,23860030
2011-12-06,12.958754,13.127104,12.920875,13.005051,12.322009,21542004
2011-12-07,12.933502,13.110269,12.794613,13.021886,12.337958,20853677
2011-12-08,12.887205,13.236532,12.874579,13.059764,12.373849,40049381
2011-12-09,13.080808,13.371212,13.080808,13.316498,12.617097,29707841
2011-12-12,13.156566,13.215488,12.996633,13.101852,12.413724,24804490
2011-12-13,13.164983,13.345960,12.882997,12.979798,12.298081,23789225
2011-12-14,13.101852,13.122896,12.605219,12.739899,12.070782,24553346
2011-12-15,12.840909,12.874579,12.239057,12.457912,11.803608,28422662
2011-12-16,12.542088,12.988215,12.512626,12.794613,12.122625,39352262
2011-12-19,12.878788,12.967172,12.474747,12.529461,11.871396,27107071
2011-12-20,12.773569,12.904040,12.651515,12.891414,12.214338,21269002
2011-12-21,12.840909,13.005051,12.504209,12.769360,12.098695,19208297
2011-12-22,12.752525,12.946128,12.697811,12.882997,12.206367,15128230
2011-12-23,12.962963,13.000842,12.815657,12.979798,12.298081,8047512
2011-12-27,12.967172,13.063973,12.853535,13.013468,12.329983,8119030
2011-12-28,12.962963,13.038721,12.756734,12.798822,12.126611,9680537
2011-12-29,12.781987,12.815657,12.588384,12.777778,12.106670,13083682
2011-12-30,12.739899,12.845118,12.689394,12.765152,12.094710,8769103
2012-01-03,12.975589,13.257576,12.946128,13.190236,12.497464,25156850
2012-01-04,12.874579,12.878788,12.436869,12.693603,12.026917,78181092
2012-01-05,12.710438,12.941919,12.617845,12.925084,12.246243,31470358
2012-01-06,12.912458,13.017677,12.866162,12.891414,12.214338,17417506
2012-01-09,13.051347,13.080808,12.702020,12.840909,12.166487,18989230
2012-01-10,13.030303,13.194444,12.958754,13.131313,12.441641,22115808
2012-01-11,13.194444,13.425926,13.186027,13.265993,12.569244,22324421
2012-01-12,13.362795,13.468013,13.190236,13.291246,12.593173,20653855
2012-01-13,13.236532,13.282828,12.861953,12.887205,12.210353,29121444
2012-01-17,13.110269,13.152357,12.748316,12.849327,12.174464,34327973
2012-01-18,12.672559,12.803030,12.579966,12.769360,12.098695,74910528
2012-01-19,13.169192,13.442761,13.051347,13.261785,12.565258,58984438
2012-01-20,13.257576,13.446970,13.194444,13.438552,12.732740,31011790
2012-01-23,13.358586,13.657407,13.354377,13.463805,12.756670,28466143
2012-01-24,13.354377,13.569024,13.354377,13.446970,12.740719,17023090
2012-01-25,13.367003,13.497475,13.270202,13.442761,12.736729,18704822
2012-01-26,13.497475,13.590067,13.236532,13.345960,12.645011,15765473
2012-01-27,13.320707,13.484848,13.236532,13.404882,12.700841,17279460
2012-01-30,13.278620,13.379630,13.236532,13.291246,12.593173,19482250
2012-01-31,13.362795,13.434343,13.186027,13.299663,12.601149,17936662
2012-02-01,13.425926,13.678451,13.362795,13.552189,12.840409,27540691
2012-02-02,13.552189,13.800505,13.493266,13.762626,13.039794,26349127
2012-02-03,13.888889,14.002525,13.821549,13.867845,13.139488,21515630
2012-02-06,13.762626,13.783670,13.632155,13.737374,13.015869,20895019
2012-02-07,13.754209,13.880471,13.644781,13.834175,13.107588,16424100
2012-02-08,13.846801,14.048822,13.775253,13.909933,13.179365,23426885
2012-02-09,13.935185,14.010943,13.724747,13.998316,13.263105,18888725
2012-02-10,13.842593,14.010943,13.733165,13.901515,13.171390,17369273
2012-02-13,14.010943,14.095118,13.888889,13.956229,13.223230,12747002
2012-02-14,13.888889,13.985690,13.771044,13.872054,13.143477,15516230
2012-02-15,13.956229,14.246633,13.838384,14.019360,13.283044,32283187
2012-02-16,14.031987,14.558081,14.027778,14.524411,13.761570,33739438
2012-02-17,14.511785,14.819024,14.410774,14.755892,13.980892,38596219
2012-02-21,14.755892,14.869529,14.696970,14.789562,14.012794,22501195
2012-02-22,14.730640,14.747475,14.478114,14.591751,13.825375,18213941
2012-02-23,14.625421,15.214646,14.604377,15.159933,14.363712,44479670
2012-02-24,15.147306,15.370370,15.075758,15.303030,14.499294,22231519
2012-02-27,15.218855,15.488215,15.164141,15.387205,14.579051,23131548
2012-02-28,15.416667,15.462963,15.298822,15.412458,14.602976,21855161
2012-02-29,15.408249,15.433502,15.000000,15.042088,14.252057,32674039
2012-03-01,15.096801,15.361953,15.075758,15.307239,14.503282,20357093
2012-03-02,15.290404,15.303030,15.075758,15.256734,14.455430,28456402
2012-03-05,14.974747,15.130471,14.915825,15.033670,14.244082,28267985
2012-03-06,14.869529,14.978956,14.659091,14.776936,14.000834,24333804
2012-03-07,14.827441,15.151515,14.827441,14.978956,14.192242,23319727
2012-03-08,15.088384,15.151515,14.957912,15.058923,14.268007,16544326
2012-03-09,15.079966,15.328283,15.058923,15.256734,14.455430,19610554
