Date,Open,High,Low,Close,Adj Close,Volume
2014-12-15,24.410875,24.501511,24.222054,24.358006,13.142996,39714307
2014-12-16,24.350452,24.780968,24.259819,24.274923,13.098164,38332580
2014-12-17,24.335346,24.773415,24.290030,24.675226,13.314158,38316163
2014-12-18,24.939577,25.309668,24.811178,25.309668,13.656487,49812455
2014-12-19,25.287008,25.498489,25.188822,25.332327,13.668712,53222549
2014-12-22,25.422960,25.664654,25.354984,25.566465,13.795052,30042487
2014-12-23,25.732628,25.800604,25.611782,25.702417,13.868407,25684541
2014-12-24,25.694864,25.823263,25.626888,25.649548,13.839880,11693436
2014-12-26,25.717524,25.853474,25.664654,25.808157,13.925460,15208523
2014-12-29,25.732628,25.883686,25.694864,25.762840,13.901011,16825524
2014-12-30,25.747734,25.830816,25.702417,25.740181,13.888782,16377483
2014-12-31,25.664654,25.740181,25.332327,25.370090,13.689091,32011804
2015-01-02,25.370090,25.657101,25.370090,25.581572,13.803201,27226736
2015-01-05,25.581572,25.619335,25.317221,25.339878,13.672790,40288128
2015-01-06,25.506042,25.536255,25.188822,25.377644,13.693167,39184839
2015-01-07,25.362537,25.370090,24.720545,25.052870,13.773005,41917840
2015-01-08,25.105740,25.362537,25.037764,25.302114,13.910029,30186935
2015-01-09,25.392750,25.445620,25.219032,25.226585,13.868506,28456070
2015-01-12,25.370090,25.498489,25.287008,25.294561,13.905877,26704948
2015-01-13,25.468279,25.619335,25.128399,25.294561,13.905877,32120637
2015-01-14,25.135952,25.264351,24.954683,25.173716,13.839440,29251794
2015-01-15,25.294561,25.430513,25.060423,25.120846,13.810374,34160392
2015-01-16,25.030210,25.574018,25.030210,25.528702,14.034599,49685616
2015-01-20,25.581572,25.649548,25.339878,25.641994,14.096880,26821460
2015-01-21,25.536255,25.853474,25.415407,25.679758,14.117640,46140473
2015-01-22,25.558912,25.626888,25.143505,25.521149,14.030445,46017076
2015-01-23,25.528702,25.528702,25.181269,25.203926,13.856050,33695800
2015-01-26,25.166162,25.181269,24.962236,25.060423,13.777159,37778354
2015-01-27,24.992447,25.015106,24.780968,24.780968,13.623525,40787276
2015-01-28,25.279455,25.407854,24.652569,24.682779,13.569547,60702355
2015-01-29,24.682779,25.000000,24.478851,24.894260,13.685807,41138534
2015-01-30,24.750755,25.249245,24.712992,24.864048,13.669202,74515912
2015-02-02,25.158609,25.392750,24.773415,25.347431,13.934944,49371298
2015-02-03,25.422960,25.936556,25.415407,25.936556,14.258818,55119974
2015-02-04,25.929003,26.246223,25.853474,25.989426,14.287884,39537685
2015-02-05,26.049849,26.132931,25.921450,26.087612,14.341864,25257154
2015-02-06,26.049849,26.472811,25.989426,26.336859,14.478889,36686981
2015-02-09,26.216011,26.367069,26.125378,26.163141,14.383386,26626434
2015-02-10,26.329306,26.487915,26.276436,26.321753,14.470583,26313308
2015-02-11,26.276436,26.306646,25.868580,25.974319,14.279579,42241293
2015-02-12,25.989426,26.148035,25.861027,26.140484,14.370931,26302054
2015-02-13,26.095165,26.231117,25.959215,26.178247,14.391697,21293098
2015-02-17,26.132931,26.231117,26.019636,26.216011,14.412455,25493090
2015-02-18,26.231117,26.231117,25.944109,26.049849,14.321101,22638546
2015-02-19,26.042295,26.042295,25.702417,25.747734,14.155013,25044784
2015-02-20,25.725077,25.740181,25.543806,25.740181,14.150858,28177368
2015-02-23,25.657101,25.717524,25.483383,25.566465,14.055359,31006491
2015-02-24,25.490936,25.770393,25.377644,25.717524,14.138403,25661768
2015-02-25,25.777946,25.845921,25.664654,25.838369,14.204842,23617777
2015-02-26,25.770393,26.125378,25.725077,26.057402,14.325251,30658809
2015-02-27,25.996979,26.117825,25.966766,26.102718,14.350168,26299406
2015-03-02,26.102718,26.170694,25.838369,26.163141,14.383386,28648182
2015-03-03,26.080059,26.170694,25.944109,25.989426,14.287884,26747978
2015-03-04,26.019636,26.019636,25.657101,25.679758,14.117640,30971405
2015-03-05,25.793051,25.830816,25.672205,25.679758,14.117640,19229908
2015-03-06,25.362537,25.506042,25.203926,25.287008,13.901723,52644226
2015-03-09,25.264351,25.370090,25.158609,25.188822,13.847747,25771925
2015-03-10,25.120846,25.120846,24.735649,24.758308,13.611069,42989618
2015-03-11,24.833838,24.841391,24.561934,24.637463,13.544632,38424598
2015-03-12,24.803625,25.083082,24.697886,25.022659,13.756397,35770243
2015-03-13,24.916918,24.947130,24.622356,24.743202,13.602766,35493792
2015-03-16,24.765862,25.000000,24.682779,24.969790,13.727331,27183706
2015-03-17,24.811178,25.015106,24.750755,24.848944,13.660896,31647837
2015-03-18,24.871601,25.370090,24.690332,25.370090,13.947398,63352473
2015-03-19,25.309668,25.309668,25.060423,25.075529,13.785463,26365739
2015-03-20,25.128399,25.377644,25.083082,25.098186,13.797919,51174983
2015-03-23,25.203926,25.438066,25.135952,25.135952,13.818679,31754551
2015-03-24,25.098186,25.241692,24.977341,24.977341,13.731484,26648413
2015-03-25,24.939577,25.007553,24.637463,24.637463,13.544632,38611944
2015-03-26,24.645016,25.022659,24.629910,24.788521,13.627676,40546441
2015-03-27,24.879154,24.886707,24.697886,24.735649,13.598613,27608975
2015-03-30,24.788521,24.954683,24.773415,24.901814,13.689961,25029293
2015-03-31,24.901814,24.947130,24.660122,24.660122,13.557087,36939865
2015-04-01,24.637463,24.856495,24.577040,24.841391,13.656740,33583260
2015-04-02,24.848944,25.098186,24.788521,25.022659,13.756397,25518644
2015-04-06,25.037764,25.234138,24.969790,25.173716,13.839440,30415590
2015-04-07,25.188822,25.264351,25.045317,25.045317,13.768853,31782620
2015-04-08,24.720545,24.811178,24.599697,24.660122,13.816366,28308709
2015-04-09,24.607250,24.765862,24.501511,24.690332,13.833294,27901579
2015-04-10,24.750755,24.796074,24.660122,24.750755,13.867141,19944206
2015-04-13,24.743202,24.977341,24.697886,24.833838,13.913696,30095844
2015-04-14,24.864048,24.871601,24.637463,24.690332,13.833294,24182992
2015-04-15,24.705439,24.894260,24.652569,24.841391,13.917927,26289344
2015-04-16,24.743202,24.848944,24.697886,24.735649,13.858686,23298825
2015-04-17,24.660122,24.697886,24.448641,24.554380,13.757123,39344249
2015-04-20,24.660122,24.826284,24.660122,24.796074,13.892538,32192530
2015-04-21,24.803625,24.811178,24.607250,24.667673,13.820598,26109810
2015-04-22,24.758308,24.841391,24.584593,24.818731,13.905228,39422762
2015-04-23,25.264351,25.981873,25.173716,25.853474,14.484970,120977720
2015-04-24,25.838369,25.921450,25.649548,25.687311,14.391874,55670096
2015-04-27,25.717524,25.906343,25.709970,25.747734,14.425723,32396824
2015-04-28,25.891239,26.427492,25.808157,26.329306,14.751561,64463442
2015-04-29,26.117825,26.608761,26.087612,26.253777,14.709246,53916590
2015-04-30,26.208460,26.359516,26.095165,26.163141,14.658466,39313797
